study_accession,sample_accession,experiment_accession,run_accession,tax_id,scientific_name,study_title,experiment_alias,fastq_ftp,sample_title,reference,
PRJNA516678,SAMN12671566,SRX6789240,SRR10055390,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_274,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/090/SRR10055390/SRR10055390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/090/SRR10055390/SRR10055390_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671565,SRX6789239,SRR10055391,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_273,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/091/SRR10055391/SRR10055391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/091/SRR10055391/SRR10055391_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671564,SRX6789238,SRR10055392,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_272,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/092/SRR10055392/SRR10055392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/092/SRR10055392/SRR10055392_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671567,SRX6789241,SRR10055393,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_275,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/093/SRR10055393/SRR10055393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/093/SRR10055393/SRR10055393_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJNA516678,SAMN12671563,SRX6789237,SRR10055394,44477,Apis mellifera mellifera,Sequencing of haploid drones from honey bee and bumble bee colonies,P3603_271,ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/094/SRR10055394/SRR10055394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/094/SRR10055394/SRR10055394_2.fastq.gz,This sample has been submitted by pda|turide on 2019-09-05; Apis mellifera mellifera,,
PRJDB5799,SAMD00082726,DRX089203,DRR095707,292787,Apis cerana japonica,"Genome sequencing of Japanese honey bee, Apis cerana japonica",DRX089203,ftp.sra.ebi.ac.uk/vol1/fastq/DRR095/DRR095707/DRR095707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR095/DRR095707/DRR095707_2.fastq.gz,Apis cerana japonica drone,,
PRJDB5799,SAMD00082726,DRX089204,DRR095708,292787,Apis cerana japonica,"Genome sequencing of Japanese honey bee, Apis cerana japonica",DRX089204,ftp.sra.ebi.ac.uk/vol1/fastq/DRR095/DRR095708/DRR095708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR095/DRR095708/DRR095708_2.fastq.gz,Apis cerana japonica drone,,
PRJDB5799,SAMD00082726,DRX089205,DRR095709,292787,Apis cerana japonica,"Genome sequencing of Japanese honey bee, Apis cerana japonica",DRX089205,ftp.sra.ebi.ac.uk/vol1/fastq/DRR095/DRR095709/DRR095709_1.fastq.gz,Apis cerana japonica drone,,
PRJNA592197,SAMN13415888,SRX7253495,SRR10571958,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,10_P1_F9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/058/SRR10571958/SRR10571958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/058/SRR10571958/SRR10571958_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415887,SRX7253494,SRR10571959,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,9_P1_E12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/059/SRR10571959/SRR10571959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/059/SRR10571959/SRR10571959_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415886,SRX7253493,SRR10571960,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,8_P1_D8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/060/SRR10571960/SRR10571960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/060/SRR10571960/SRR10571960_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415885,SRX7253492,SRR10571961,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,7_P1_D7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/061/SRR10571961/SRR10571961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/061/SRR10571961/SRR10571961_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415931,SRX7253491,SRR10571962,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,54_P5_G8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/062/SRR10571962/SRR10571962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/062/SRR10571962/SRR10571962_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415930,SRX7253490,SRR10571963,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,53_P5_F6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/063/SRR10571963/SRR10571963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/063/SRR10571963/SRR10571963_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415929,SRX7253489,SRR10571964,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,52_P5_F2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/064/SRR10571964/SRR10571964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/064/SRR10571964/SRR10571964_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415884,SRX7253488,SRR10571965,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,6_P1_D4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/065/SRR10571965/SRR10571965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/065/SRR10571965/SRR10571965_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415928,SRX7253487,SRR10571966,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,51_P5_E8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/066/SRR10571966/SRR10571966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/066/SRR10571966/SRR10571966_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415927,SRX7253486,SRR10571967,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,50_P5_D8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/067/SRR10571967/SRR10571967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/067/SRR10571967/SRR10571967_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415926,SRX7253485,SRR10571968,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,49_P5_D3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/068/SRR10571968/SRR10571968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/068/SRR10571968/SRR10571968_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415925,SRX7253484,SRR10571969,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,48_P5_C1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/069/SRR10571969/SRR10571969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/069/SRR10571969/SRR10571969_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415924,SRX7253483,SRR10571970,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,47_P5_B11,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/070/SRR10571970/SRR10571970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/070/SRR10571970/SRR10571970_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415923,SRX7253482,SRR10571971,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,46_P5_A8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/071/SRR10571971/SRR10571971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/071/SRR10571971/SRR10571971_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415922,SRX7253481,SRR10571972,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,45_P5_A7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/072/SRR10571972/SRR10571972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/072/SRR10571972/SRR10571972_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415921,SRX7253480,SRR10571973,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,44_P5_A6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/073/SRR10571973/SRR10571973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/073/SRR10571973/SRR10571973_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415920,SRX7253479,SRR10571974,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,43_P4_H2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/074/SRR10571974/SRR10571974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/074/SRR10571974/SRR10571974_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415919,SRX7253478,SRR10571975,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,42_P4_G9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/075/SRR10571975/SRR10571975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/075/SRR10571975/SRR10571975_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415883,SRX7253477,SRR10571976,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,5_P1_B1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/076/SRR10571976/SRR10571976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/076/SRR10571976/SRR10571976_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415918,SRX7253476,SRR10571977,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,41_P4_G8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/077/SRR10571977/SRR10571977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/077/SRR10571977/SRR10571977_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415917,SRX7253475,SRR10571978,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,40_P4_G6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/078/SRR10571978/SRR10571978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/078/SRR10571978/SRR10571978_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415916,SRX7253474,SRR10571979,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,39_P4_F8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/079/SRR10571979/SRR10571979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/079/SRR10571979/SRR10571979_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415915,SRX7253473,SRR10571980,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,38_P4_F1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/080/SRR10571980/SRR10571980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/080/SRR10571980/SRR10571980_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415914,SRX7253472,SRR10571981,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,37_P4_E6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/081/SRR10571981/SRR10571981_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/081/SRR10571981/SRR10571981_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415913,SRX7253471,SRR10571982,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,36_P4_D9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/082/SRR10571982/SRR10571982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/082/SRR10571982/SRR10571982_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415912,SRX7253470,SRR10571983,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,35_P4_D6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/083/SRR10571983/SRR10571983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/083/SRR10571983/SRR10571983_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415911,SRX7253469,SRR10571984,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,34_P4_D3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/084/SRR10571984/SRR10571984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/084/SRR10571984/SRR10571984_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415910,SRX7253468,SRR10571985,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,33_P4_D10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/085/SRR10571985/SRR10571985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/085/SRR10571985/SRR10571985_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415909,SRX7253467,SRR10571986,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,32_P4_C7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/086/SRR10571986/SRR10571986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/086/SRR10571986/SRR10571986_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415882,SRX7253466,SRR10571987,293692,Apis mellifera capensis,Genetic basis of thelytoky in the Cape honey bee,4_F_114,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/087/SRR10571987/SRR10571987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/087/SRR10571987/SRR10571987_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis,,
PRJNA592197,SAMN13415908,SRX7253465,SRR10571988,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,31_P4_B9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/088/SRR10571988/SRR10571988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/088/SRR10571988/SRR10571988_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415907,SRX7253464,SRR10571989,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,30_P4_B4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/089/SRR10571989/SRR10571989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/089/SRR10571989/SRR10571989_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415906,SRX7253463,SRR10571990,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,29_P4_A8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/090/SRR10571990/SRR10571990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/090/SRR10571990/SRR10571990_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415905,SRX7253462,SRR10571991,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,28_P4_A3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/091/SRR10571991/SRR10571991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/091/SRR10571991/SRR10571991_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415904,SRX7253461,SRR10571992,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,27_P4_A2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/092/SRR10571992/SRR10571992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/092/SRR10571992/SRR10571992_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415903,SRX7253460,SRR10571993,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,26_P4_A1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/093/SRR10571993/SRR10571993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/093/SRR10571993/SRR10571993_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415902,SRX7253459,SRR10571994,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,25_P3_G8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/094/SRR10571994/SRR10571994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/094/SRR10571994/SRR10571994_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415901,SRX7253458,SRR10571995,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,24_P3_G2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/095/SRR10571995/SRR10571995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/095/SRR10571995/SRR10571995_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415900,SRX7253457,SRR10571996,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,23_P3_F6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/096/SRR10571996/SRR10571996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/096/SRR10571996/SRR10571996_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415899,SRX7253456,SRR10571997,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,22_P3_E7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/097/SRR10571997/SRR10571997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/097/SRR10571997/SRR10571997_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
PRJNA592197,SAMN13415881,SRX7253455,SRR10571998,2079547,Apis mellifera capensis x Apis mellifera scutellata,Genetic basis of thelytoky in the Cape honey bee,3_M_113,ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/098/SRR10571998/SRR10571998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/098/SRR10571998/SRR10571998_2.fastq.gz,This sample has been submitted by pda|byagound on 2020-07-19; Apis mellifera capensis x Apis mellifera scutellata,,
